Transaction ID,Fraud Risk Score,Risk Category,Predicted Typology,Typology Probability Distribution,Key Risk Drivers
TXN4I4BC12ALPT5N3Z1,98.42,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 98.77, 'Rapid Multi-Hop Layering': 0.73, 'Pass-Through Transit Hub': 0.28}",SHAP subsample limit
TXNUNQIOV27BIB5QE9A,0.13,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 73.1, 'Money Mule Network': 13.67, 'Circular Transaction Loop': 10.46}",SHAP subsample limit
TXN3IXJ9X86ZMT28VB8,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 85.54, 'Charity Abuse': 9.53, 'Structuring (Smurfing)': 4.08}",SHAP subsample limit
TXNO45FH6TPMK27QE8B,77.59,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 56.3, 'Circular Transaction Loop': 35.07, 'Pass-Through Transit Hub': 4.12}",SHAP subsample limit
TXN7T5Q7H38FQNZCFX3,2.57,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 73.3, 'Circular Transaction Loop': 18.59, 'Underground Banking (Hawala)': 7.02}",SHAP subsample limit
TXNWJN0KCDFT3C2D241,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 71.1, 'Circular Transaction Loop': 24.23, 'Underground Banking (Hawala)': 2.59}",SHAP subsample limit
TXNMR0ZLUJSBB914JMU,97.23,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 56.32, 'Circular Transaction Loop': 37.52, 'Underground Banking (Hawala)': 4.44}",SHAP subsample limit
TXNIIFBOTO4ZAWDK1FI,61.19,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 68.46, 'Circular Transaction Loop': 19.59, 'Underground Banking (Hawala)': 7.05}",SHAP subsample limit
TXNI7B4LUQONADTUIAS,0.17,Low Risk,Money Mule Network,"{'Money Mule Network': 69.24, 'Rapid Multi-Hop Layering': 17.06, 'Funnel Account Network': 9.22}",SHAP subsample limit
TXN70LI8AKK1TLJTWYK,0.01,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 61.77, 'Money Mule Network': 20.99, 'Circular Transaction Loop': 10.47}",SHAP subsample limit
TXNBVXEPQIPGYENJTZK,98.69,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 90.37, 'Rapid Multi-Hop Layering': 4.05, 'Circular Transaction Loop': 3.15}",SHAP subsample limit
TXNWB2SPW3MJDTU6QNQ,0.05,Low Risk,Funnel Account Network,"{'Funnel Account Network': 48.34, 'Structuring (Smurfing)': 40.29, 'Pass-Through Transit Hub': 7.4}",SHAP subsample limit
TXNXU4BR3Q6LBL7T490,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 73.33, 'Structuring (Smurfing)': 19.52, 'Pass-Through Transit Hub': 4.18}",SHAP subsample limit
TXN5R34MNH03M0NI7C6,99.38,Critical Risk,Underground Banking (Hawala),"{'Underground Banking (Hawala)': 95.77, 'Rapid Multi-Hop Layering': 2.1, 'Circular Transaction Loop': 1.84}",SHAP subsample limit
TXNBZ9P8JVRAHMB177R,99.36,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 98.78, 'Rapid Multi-Hop Layering': 0.65, 'Circular Transaction Loop': 0.3}",SHAP subsample limit
TXN7BS0ESO7YBOV6GBI,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 33.2, 'Funnel Account Network': 32.59, 'Circular Transaction Loop': 15.3}",SHAP subsample limit
TXNZN50X05506KL534E,0.14,Low Risk,Funnel Account Network,"{'Funnel Account Network': 98.68, 'Charity Abuse': 0.57, 'Pass-Through Transit Hub': 0.49}",SHAP subsample limit
TXNW62VRNJ87XEP10AX,0.04,Low Risk,Funnel Account Network,"{'Funnel Account Network': 92.88, 'Charity Abuse': 6.71, 'Money Mule Network': 0.18}",SHAP subsample limit
TXNQH0P2TWXZHIZYSPV,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 91.37, 'Charity Abuse': 6.13, 'Structuring (Smurfing)': 2.28}",SHAP subsample limit
TXNJ5LG4JOWEF0YVD0T,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 79.92, 'Charity Abuse': 16.03, 'Structuring (Smurfing)': 2.88}",SHAP subsample limit
TXNL3RN49A58EE7MIGZ,0.16,Low Risk,Funnel Account Network,"{'Funnel Account Network': 81.31, 'Charity Abuse': 10.16, 'Pass-Through Transit Hub': 6.52}",SHAP subsample limit
TXNXKVOBN6PAAO8F51K,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 89.34, 'Charity Abuse': 7.19, 'Structuring (Smurfing)': 2.82}",SHAP subsample limit
TXN25PV0W3T3QEN6HTZ,99.15,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.94, 'Rapid Multi-Hop Layering': 0.03, 'Circular Transaction Loop': 0.01}",SHAP subsample limit
TXNO9SBMWDQLT92OIFU,0.08,Low Risk,Funnel Account Network,"{'Funnel Account Network': 76.49, 'Charity Abuse': 13.98, 'Pass-Through Transit Hub': 6.94}",SHAP subsample limit
TXN3L1RFNXYMOMC0YGC,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 76.14, 'Charity Abuse': 15.63, 'Pass-Through Transit Hub': 6.17}",SHAP subsample limit
TXNGBSTGK3R9EECJUEO,99.13,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.97, 'Rapid Multi-Hop Layering': 0.02, 'Circular Transaction Loop': 0.01}",SHAP subsample limit
TXN7G1U0LP96H9V8GDL,99.23,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.82, 'Rapid Multi-Hop Layering': 0.13, 'Circular Transaction Loop': 0.04}",SHAP subsample limit
TXNR3WO1M1NNEUSNF62,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 64.31, 'Pass-Through Transit Hub': 16.1, 'Charity Abuse': 11.05}",SHAP subsample limit
TXND9NWT68KROG4JVKF,1.94,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 59.57, 'Circular Transaction Loop': 28.53, 'Funnel Account Network': 6.22}",SHAP subsample limit
TXNTN9AEKSTH1SH39K4,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 90.96, 'Charity Abuse': 7.27, 'Structuring (Smurfing)': 1.49}",SHAP subsample limit
TXN2UC13Q8CP3PEZJFN,99.15,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.43, 'Rapid Multi-Hop Layering': 0.35, 'Circular Transaction Loop': 0.18}",SHAP subsample limit
TXN9C2C7QCSLKRVIAXY,0.06,Low Risk,Money Mule Network,"{'Money Mule Network': 52.84, 'Rapid Multi-Hop Layering': 21.93, 'Circular Transaction Loop': 20.19}",SHAP subsample limit
TXNRKC0UDHNKBK617AS,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 92.27, 'Structuring (Smurfing)': 3.8, 'Charity Abuse': 3.36}",SHAP subsample limit
TXN9HU9LDJFEIXU95YM,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 37.7, 'Funnel Account Network': 33.21, 'Rapid Multi-Hop Layering': 20.84}",SHAP subsample limit
TXN0L71NKCLGNFHJPGQ,99.68,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.64, 'Circular Transaction Loop': 0.13, 'Rapid Multi-Hop Layering': 0.13}",SHAP subsample limit
TXNA8HC6FXQWEY08CLH,99.3,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.03, 'Rapid Multi-Hop Layering': 0.59, 'Circular Transaction Loop': 0.31}",SHAP subsample limit
TXN0OH4GWJ5Y6MCMXNE,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 78.14, 'Charity Abuse': 20.43, 'Pass-Through Transit Hub': 1.2}",SHAP subsample limit
TXNIXRO7UPQ9K8DP3LN,99.22,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 98.07, 'Circular Transaction Loop': 0.8, 'Rapid Multi-Hop Layering': 0.66}",SHAP subsample limit
TXNDRPVJCJYX8NXJGME,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 96.7, 'Charity Abuse': 2.33, 'Structuring (Smurfing)': 0.51}",SHAP subsample limit
TXN2GBZ3V3CWB9GRFTI,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 61.78, 'Money Mule Network': 21.23, 'Funnel Account Network': 6.83}",SHAP subsample limit
TXNA60JJYAXFNCNGJSY,43.11,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 49.67, 'Circular Transaction Loop': 32.83, 'Money Mule Network': 9.2}",SHAP subsample limit
TXNTQVXJ45Z7NVPSEQ1,0.06,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 47.45, 'Funnel Account Network': 17.53, 'Money Mule Network': 17.41}",SHAP subsample limit
TXNAIP03S3DLMD81DVV,99.38,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 97.34, 'Rapid Multi-Hop Layering': 1.13, 'Money Mule Network': 1.0}",SHAP subsample limit
TXN4IQFQW5ES7576VO0,99.1,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.5, 'Underground Banking (Hawala)': 0.27, 'Circular Transaction Loop': 0.12}",SHAP subsample limit
TXNSTDR4IZSQ1XRXQJK,99.7,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 98.55, 'Rapid Multi-Hop Layering': 0.64, 'Circular Transaction Loop': 0.46}",SHAP subsample limit
TXNDLLBFR1OMTEJBKG7,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 78.55, 'Charity Abuse': 14.42, 'Pass-Through Transit Hub': 6.15}",SHAP subsample limit
TXNTC77TQDM73ZD83PY,0.08,Low Risk,Charity Abuse,"{'Charity Abuse': 53.84, 'Funnel Account Network': 44.27, 'Structuring (Smurfing)': 1.03}",SHAP subsample limit
TXN4LK78M8E3A639TFM,0.07,Low Risk,Money Mule Network,"{'Money Mule Network': 53.26, 'Funnel Account Network': 28.3, 'Charity Abuse': 5.77}",SHAP subsample limit
TXNK04EQ2L3FIZI7132,0.09,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 43.44, 'Money Mule Network': 31.74, 'Circular Transaction Loop': 13.11}",SHAP subsample limit
TXNJFJYNEL0059WB7VO,99.23,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 98.11, 'Rapid Multi-Hop Layering': 1.18, 'Circular Transaction Loop': 0.37}",SHAP subsample limit
TXNFW4STL3Y85MOD7ZI,99.28,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.98, 'Circular Transaction Loop': 0.01, 'Rapid Multi-Hop Layering': 0.01}",SHAP subsample limit
TXNWAWH8CMBKUKBMNQI,0.99,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 55.0, 'Circular Transaction Loop': 19.68, 'Money Mule Network': 14.99}",SHAP subsample limit
TXNY52TFZ6TUVC7JPE9,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 79.21, 'Charity Abuse': 10.5, 'Pass-Through Transit Hub': 9.4}",SHAP subsample limit
TXN21L4Z7P2WJUYOP8B,99.11,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.66, 'Circular Transaction Loop': 0.13, 'Underground Banking (Hawala)': 0.12}",SHAP subsample limit
TXNIM9S993UVDWT2ZP2,99.12,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.75, 'Underground Banking (Hawala)': 0.16, 'Circular Transaction Loop': 0.05}",SHAP subsample limit
TXNEIDVORLPMZMHRFGV,0.04,Low Risk,Funnel Account Network,"{'Funnel Account Network': 97.83, 'Charity Abuse': 1.89, 'Money Mule Network': 0.14}",SHAP subsample limit
TXNMA5SETMB2SBTT08P,99.22,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.85, 'Rapid Multi-Hop Layering': 0.08, 'Circular Transaction Loop': 0.05}",SHAP subsample limit
TXN8CARL0V105RM0K3P,0.12,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 53.65, 'Money Mule Network': 42.46, 'Funnel Account Network': 1.86}",SHAP subsample limit
TXN7NM706K2APL58TX2,99.19,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.09, 'Rapid Multi-Hop Layering': 0.57, 'Circular Transaction Loop': 0.27}",SHAP subsample limit
TXNW7ETXNJHU28Q0VFT,0.07,Low Risk,Funnel Account Network,"{'Funnel Account Network': 92.49, 'Charity Abuse': 5.63, 'Structuring (Smurfing)': 0.56}",SHAP subsample limit
TXNECYPAFIVGOBHBWYC,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 88.06, 'Charity Abuse': 7.15, 'Pass-Through Transit Hub': 2.11}",SHAP subsample limit
TXN1JDXU65O9MW3F385,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 55.92, 'Charity Abuse': 36.12, 'Structuring (Smurfing)': 2.61}",SHAP subsample limit
TXNU8V2VU4TJBUFOL6G,99.21,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.25, 'Rapid Multi-Hop Layering': 0.42, 'Circular Transaction Loop': 0.21}",SHAP subsample limit
TXN4XX4TMBMWE6KMAMT,0.01,Low Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 59.87, 'Rapid Multi-Hop Layering': 23.23, 'Money Mule Network': 10.0}",SHAP subsample limit
TXNHCBCFJSJ3X6KW3EB,0.05,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 32.86, 'Funnel Account Network': 24.84, 'Circular Transaction Loop': 17.79}",SHAP subsample limit
TXN857GPR73XMYB2HWW,0.07,Low Risk,Funnel Account Network,"{'Funnel Account Network': 81.01, 'Charity Abuse': 8.1, 'Structuring (Smurfing)': 6.34}",SHAP subsample limit
TXNAWUXALE52NJMWH6J,0.09,Low Risk,Money Mule Network,"{'Money Mule Network': 45.14, 'Funnel Account Network': 28.41, 'Rapid Multi-Hop Layering': 14.12}",SHAP subsample limit
TXNJ43PGVXEUZFVXUN7,99.18,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.13, 'Underground Banking (Hawala)': 0.6, 'Rapid Multi-Hop Layering': 0.15}",SHAP subsample limit
TXNBMZJ4GQD7PEFO1KJ,99.17,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.41, 'Rapid Multi-Hop Layering': 0.42, 'Circular Transaction Loop': 0.15}",SHAP subsample limit
TXN0PWOHTDHF56NFWGN,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 89.87, 'Charity Abuse': 8.08, 'Pass-Through Transit Hub': 0.88}",SHAP subsample limit
TXN4N9S8ZA0D00RY7W2,0.02,Low Risk,Money Mule Network,"{'Money Mule Network': 49.23, 'Rapid Multi-Hop Layering': 40.33, 'Circular Transaction Loop': 5.29}",SHAP subsample limit
TXN9USB6A7LP53P3QSF,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 61.9, 'Structuring (Smurfing)': 24.95, 'Pass-Through Transit Hub': 9.82}",SHAP subsample limit
TXNS9MPNRFB9VA954VE,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 78.68, 'Charity Abuse': 16.98, 'Pass-Through Transit Hub': 1.51}",SHAP subsample limit
TXNZ4AU8YVSXDGYRF93,1.01,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 63.26, 'Money Mule Network': 13.74, 'High-Risk Corridor Transfer': 7.54}",SHAP subsample limit
TXNIKRJSBUQ9GXPWS14,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 94.13, 'Charity Abuse': 3.04, 'Pass-Through Transit Hub': 1.17}",SHAP subsample limit
TXNNPITLTJHNHE1AXG0,0.0,Low Risk,Money Mule Network,"{'Money Mule Network': 54.93, 'Rapid Multi-Hop Layering': 24.59, 'Funnel Account Network': 10.5}",SHAP subsample limit
TXNY6KJW28KQACT7IAK,0.02,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 51.34, 'Money Mule Network': 19.39, 'Funnel Account Network': 9.63}",SHAP subsample limit
TXNVUEK9X4KIGZRJ2JZ,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 84.2, 'Circular Transaction Loop': 8.29, 'Pass-Through Transit Hub': 3.63}",SHAP subsample limit
TXN1H0L203A2AON9W3Q,99.27,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.91, 'Rapid Multi-Hop Layering': 0.06, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXNYX29DQM1W6IRYCKZ,0.11,Low Risk,Charity Abuse,"{'Charity Abuse': 57.57, 'Funnel Account Network': 40.66, 'Rapid Multi-Hop Layering': 0.43}",SHAP subsample limit
TXN10DZ75BXIW5J9TX5,0.08,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 48.91, 'Money Mule Network': 34.64, 'Funnel Account Network': 6.21}",SHAP subsample limit
TXNDVFUUW8B1ZH4WRA3,0.06,Low Risk,Money Mule Network,"{'Money Mule Network': 49.79, 'Rapid Multi-Hop Layering': 40.48, 'Funnel Account Network': 8.37}",SHAP subsample limit
TXNGZDL9YZS006T2H1C,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 36.39, 'Money Mule Network': 31.47, 'Rapid Multi-Hop Layering': 23.42}",SHAP subsample limit
TXNX91RI0YBJ6G07GOM,0.09,Low Risk,Money Mule Network,"{'Money Mule Network': 77.57, 'Rapid Multi-Hop Layering': 8.02, 'Funnel Account Network': 5.48}",SHAP subsample limit
TXNI4IVBUMGL982NEO3,9.11,Low Risk,Money Mule Network,"{'Money Mule Network': 48.96, 'Circular Transaction Loop': 19.3, 'Rapid Multi-Hop Layering': 18.5}",SHAP subsample limit
TXN2LSZA3LGTVBLN6NP,99.16,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.98, 'Rapid Multi-Hop Layering': 0.01, 'Charity Abuse': 0.0}",SHAP subsample limit
TXNQ0C0OJAUUIBXPN4G,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 67.25, 'Rapid Multi-Hop Layering': 15.13, 'Funnel Account Network': 9.37}",SHAP subsample limit
TXN9Y6WHTRUVYNJDN3Q,99.18,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.9, 'Rapid Multi-Hop Layering': 0.07, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXN3030C5JZDTAMXLT1,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 96.68, 'Charity Abuse': 3.19, 'Money Mule Network': 0.08}",SHAP subsample limit
TXNA08YZ4CZJKZVX4V8,99.3,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.36, 'Rapid Multi-Hop Layering': 0.43, 'Circular Transaction Loop': 0.15}",SHAP subsample limit
TXNLCYGKAJQCBQE3OPR,77.17,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 78.29, 'Circular Transaction Loop': 17.63, 'Underground Banking (Hawala)': 3.33}",SHAP subsample limit
TXNKC31CAR2YWBPUIIO,99.24,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.54, 'Rapid Multi-Hop Layering': 0.28, 'Circular Transaction Loop': 0.09}",SHAP subsample limit
TXNQVW0LY5BTPIBTFKH,93.76,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 84.7, 'Circular Transaction Loop': 11.87, 'Underground Banking (Hawala)': 2.73}",SHAP subsample limit
TXNAQX3RVH96M4KMSUO,0.06,Low Risk,Money Mule Network,"{'Money Mule Network': 49.3, 'Rapid Multi-Hop Layering': 19.2, 'Funnel Account Network': 15.64}",SHAP subsample limit
TXNS60KIA6C721U4B58,96.29,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 88.64, 'Circular Transaction Loop': 10.01, 'Funnel Account Network': 0.5}",SHAP subsample limit
TXNVHG8S8PBTEZ32AQ1,99.2,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.71, 'Rapid Multi-Hop Layering': 0.2, 'Circular Transaction Loop': 0.07}",SHAP subsample limit
TXN33KPJJFDWF3W8E31,0.03,Low Risk,Charity Abuse,"{'Charity Abuse': 56.29, 'Funnel Account Network': 43.15, 'Structuring (Smurfing)': 0.17}",SHAP subsample limit
TXNH7B2N77JR9MCV5I7,91.35,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 87.12, 'Circular Transaction Loop': 7.98, 'Money Mule Network': 4.13}",SHAP subsample limit
TXNSHJXUI2R0OY656QH,0.03,Low Risk,Funnel Account Network,"{'Funnel Account Network': 46.47, 'Structuring (Smurfing)': 19.94, 'Charity Abuse': 14.08}",SHAP subsample limit
TXNIGJVKBNE48ZX9LHG,99.14,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.96, 'Rapid Multi-Hop Layering': 0.02, 'Circular Transaction Loop': 0.01}",SHAP subsample limit
TXNHQN7TJQ9E3SBMDAN,0.11,Low Risk,Charity Abuse,"{'Charity Abuse': 50.0, 'Funnel Account Network': 47.95, 'Pass-Through Transit Hub': 0.59}",SHAP subsample limit
TXNWIH6EG11PFUMU5OK,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 55.93, 'Charity Abuse': 36.87, 'Structuring (Smurfing)': 3.99}",SHAP subsample limit
TXNAVFAF3QBK3UP0UL8,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 70.72, 'Charity Abuse': 19.96, 'Pass-Through Transit Hub': 4.66}",SHAP subsample limit
TXNB0UDID6EIFDHQ7IA,99.34,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.87, 'Rapid Multi-Hop Layering': 0.07, 'Circular Transaction Loop': 0.04}",SHAP subsample limit
TXNO50N7I6SBG4G6WWT,99.49,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.97, 'Rapid Multi-Hop Layering': 0.02, 'Circular Transaction Loop': 0.01}",SHAP subsample limit
TXNNLGTE8KC8DADRFS2,99.6,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.9, 'Rapid Multi-Hop Layering': 0.05, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXNITB1IV8AP1ATTOPR,99.23,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.98, 'Rapid Multi-Hop Layering': 0.02, 'Charity Abuse': 0.0}",SHAP subsample limit
TXNK7A4AHBZP3LUW85N,99.22,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.85, 'Rapid Multi-Hop Layering': 0.1, 'Circular Transaction Loop': 0.05}",SHAP subsample limit
TXNR97O20TE8MZZDY2C,99.21,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.67, 'Rapid Multi-Hop Layering': 0.28, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXN6FJPBFJ8NSHQGGDW,99.36,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.88, 'Rapid Multi-Hop Layering': 0.09, 'Circular Transaction Loop': 0.02}",SHAP subsample limit
TXNJG1IYM9ZF8Q6YLQM,99.46,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.96, 'Rapid Multi-Hop Layering': 0.03, 'Charity Abuse': 0.0}",SHAP subsample limit
TXNM8OGU6AX9T4FCZMT,89.26,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.85, 'Rapid Multi-Hop Layering': 0.12, 'Circular Transaction Loop': 0.02}",SHAP subsample limit
TXNDENOEXQSXZ4HDKRY,0.0,Low Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.86, 'Rapid Multi-Hop Layering': 0.11, 'Circular Transaction Loop': 0.02}",SHAP subsample limit
TXNZKSRYNVH0OOF95B3,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 77.17, 'Pass-Through Transit Hub': 12.33, 'Structuring (Smurfing)': 8.96}",SHAP subsample limit
TXNX6NXVLBAKO5WFKYV,0.13,Low Risk,Money Mule Network,"{'Money Mule Network': 49.14, 'Funnel Account Network': 33.44, 'Rapid Multi-Hop Layering': 12.77}",SHAP subsample limit
TXN0GAZ5W3BKQ3ST9J6,0.1,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 54.45, 'Money Mule Network': 20.96, 'Pass-Through Transit Hub': 17.24}",SHAP subsample limit
TXNTUUBE9CPGWEE2ODC,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 55.89, 'Money Mule Network': 23.93, 'Funnel Account Network': 8.69}",SHAP subsample limit
TXN6HHFEGOKPUYEXC40,1.29,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 85.84, 'Funnel Account Network': 10.7, 'Money Mule Network': 1.28}",SHAP subsample limit
TXN2AQYRBKQ27A3CP30,0.1,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 38.47, 'Funnel Account Network': 35.9, 'Pass-Through Transit Hub': 15.83}",SHAP subsample limit
TXNTLOFQAY0K4I2MJNO,99.57,Critical Risk,Charity Abuse,"{'Charity Abuse': 61.25, 'Funnel Account Network': 23.53, 'Money Mule Network': 5.03}",SHAP subsample limit
TXNHEKAB78V5VZFDTH0,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 48.29, 'Pass-Through Transit Hub': 37.17, 'Structuring (Smurfing)': 13.18}",SHAP subsample limit
TXNDJZW9B9BZER3MYWL,99.82,Critical Risk,Funnel Account Network,"{'Funnel Account Network': 78.31, 'Charity Abuse': 20.88, 'Structuring (Smurfing)': 0.45}",SHAP subsample limit
TXNMYRLBS5JBZOETEP9,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 89.46, 'Structuring (Smurfing)': 9.4, 'Pass-Through Transit Hub': 0.56}",SHAP subsample limit
TXNTWY6PTDY6P5OSZAG,0.01,Low Risk,Funnel Account Network,"{'Funnel Account Network': 45.21, 'Money Mule Network': 20.56, 'Rapid Multi-Hop Layering': 16.15}",SHAP subsample limit
TXNNNXLEQ219I0B8UNH,0.03,Low Risk,Funnel Account Network,"{'Funnel Account Network': 42.39, 'Money Mule Network': 35.74, 'Charity Abuse': 12.52}",SHAP subsample limit
TXNCIAK9LNMCUMTU62M,0.19,Low Risk,Money Mule Network,"{'Money Mule Network': 68.07, 'Rapid Multi-Hop Layering': 16.69, 'Funnel Account Network': 5.7}",SHAP subsample limit
TXNBYF9Q6IIJ8FRZKXK,0.08,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 77.98, 'Funnel Account Network': 11.96, 'Charity Abuse': 7.36}",SHAP subsample limit
TXNUX6X0ELSY5T6AIS0,99.5,Critical Risk,Charity Abuse,"{'Charity Abuse': 65.74, 'Funnel Account Network': 30.73, 'Money Mule Network': 1.35}",SHAP subsample limit
